id,cisi,region,site,area-section,block-house,room-grid,excavation-idno,time,period,phase,depth,boss,material,color,shape,cross-section,preservation,symbol,cult,type,sides,condition,complete,dir.,class,text length,signs,h,v,th,horizontal(mm),vertical(mm),thickness(mm),text,sanskrit,translation,notes
13.1,Ad-8,Lower Indus,Allahdino,--,G6SE Quad,--,AD74-67,-,-,-,-0.20 cm,-,Clay,-,square,-,complete,Elep,SAN,MISC,1,Fair,N,R/L,??,6,5,3.2cm,3.3cm,0.7cm,32,33,7,+740-440-503-002-861-000+
14.1,Ad-9,Lower Indus,Allahdino,--,--,--,AD74-E5 ,-,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,N,-,??,3+?,2,,,,0,0,0,]000-004-455+
15.1,Ad-11,Lower Indus,Allahdino,--,J6E1/2,--,AD73-94,-,-,-,-125 cm,-,Clay,Red,-,-,fragment,None,None,MISC,1,Poor,N,-,??,2+?,1,4.4cm,4.5cm,2.3cm,44,45,23,]000-415+
16.1,Alt-90,Central Asia,Altyn Depe,-exc. 9,--,105-,-,-,-,-,- -,PBRF,Soft stone,White,square,-,complete,None,None,SEAL:S,1,Good,Y,L/R,PN,2,2,,,,14,15,4 - 7,+390-415+,tara,"O Transcender[=Shiva;MBh]"
17.1,Ai-7,Lower Indus,Amri,--,--,--,AI-23(10b),-,-,-,- -,-,Clay,-,-,-,complete,None,None,POT:T:g,1,Good,Y,L/R,PN,2,2,,,,0,0,0,+390-034+,cara,Wanderer[=Shiva;RV:√चर् अच्],
18.1,-,Lower Indus,Bakkar Buthi,--,--,--,-,-,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,Y,R/L,IM,6,6,,,,0,0,0,+405-844-032-840-002-861+,rava dasa-dara,Roarer[√रु अच्] destroyer[RV] of Dasa[RV:6.21.11]
19.1,Blk-1,Lower Indus,Bala-kot,--,--,--,2 BLK-165,-,-,-,- -,-,-,-,square,-,partly damaged,Bull1,-,SEAL:S,1,Poor,Y,R/L,LC,7,7,,,,42,0,0,+226-003-002-297-350-125-413+,idDA-acala-vaja namana,Saluting the one who roams the glowing[RV] mountains[RV 10.180.2]
20.1,Blk-2,Lower Indus,Bala-kot,--,--,--,BLK-104,-,-,-,- -,-,-,-,square,-,partly damaged,Bull1,R,SEAL:S,1,Poor,Y,R/L,LC,6,6,,,,30.5,31,0,+390-717-061-002-368-634+,tanavat-dara,Roaring[√तन् अच् मतुप्] Destroyer[RV]
21.1,Blk-3,Lower Indus,Bala-kot,--,--,--,3 BLK-1975,-,-,-,- -,-,-,-,square,-,partly damaged,Bull1:II,SAN,SEAL:S,1,Poor,N,R/L,??,5,2,,,,25,25,0,+000-388-233-000-000+,
22.1,Blk-4,Lower Indus,Bala-kot,--,--,--,2 BLK- 222,-,-,-,- -,-,-,-,square,-,complete,Bull1:II,SAN,SEAL:S,1,Poor,Y,R/L,SC,5,5,,,,27,27,0,+527-554-298-368-634+,tana-lAsam,Roarer's[RV] dance[Rt]
23.1,Blk-6,Lower Indus,Bala-kot,--,--,--,3 BLK- 189,-,-,-,- -,-,-,Red,-,-,complete,None,None,BNGL,1,Poor,Y,R/L,SC,2,2,,,,0,0,0,+750-798+,Ahana,Slayer[आ √हन् अच्]
24.1,Blk-5,Lower Indus,Bala-kot,--,--,--,4 BLK- 21,-,-,-,- -,PBVF,-,-,square,rectangular,complete,Bull3,S520,SEAL:S,1,Good,Y,NR,NU,1,1,,,,21,20.5,3 - 10,+415+,ta[m],him[√तद्]
25.1,-,Inter-Riverine,Harappa,ETrench 11,--,--,-Figure 68.02,Period 3,3,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,N,R/L,??,1,0,,,,0,0,0,+000+
26.1,-,Eastern Headwaters,Banawali,--,--,--,BNL 11448,Period 3C-2,-,-,- -,PBVF,Steatite,White,square,-,complete,Goat:3,None,SEAL:S,1,Fair,Y,R/L,SS,2,2,,,,17,17,11,+520-001+,Ana,"that one breathed[RV 10.129.2]"
27.1,B-1,Eastern Headwaters,Banawali,--,--,--,BNL1 1027,Period 3C-2,-,-,- -,PBSG,Steatite,White,square,-,complete,Bull1:O,HAF,SEAL:S,1,Fair,Y,R/L,LP,7,7,,,,35.1,35.6,8.1,+090-740-220-002-368-550-821+,rarAsa navamAna,(He) roars[√रस् लिट् 1s] O wanderer[√नु शानच्]
28.1,B-3,Eastern Headwaters,Banawali,--,--,--,BNL1 5026,Period 2,II,-,- -,PB,-,-,square,-,complete,Bull1,S520,SEAL:S,1,Poor,Y,R/L,ZN,2,2,,,,15,15,0,+220-014+,Sam,"bless[RV] (us)"
29.1,B-4,Eastern Headwaters,Banawali,--,--,--,BNL 5473,Period 3C-2,-,-,- -,PB,-,-,square,-,complete,Bull3,S390,SEAL:S,1,Poor,Y,R/L,SC,2,2,,,,16,16,0,+740-797+,Ahana,"Slayer[आ √हन् अच्]"
30.1,B-5,Eastern Headwaters,Banawali,--,--,--,BNL 9903,Period 2,II,-,- -,PBRF,-,-,square,rectangular,complete,Bull3,None,SEAL:S,1,Fair,Y,R/L,SS,2,2,,,,13,13,26 - 54.6,+002-817+,rava,Roarer(Rudra)[√रु अच्]
31.1,B-7,Eastern Headwaters,Banawali,--,--,--,BNL 551,Period 2,II,-,- -,PBVF,Steatite,-,square,-,complete,Buff,None,SEAL:S,1,Fair,Y,R/L,SS,2,2,,,,22.8,21.8,3.5 - 7.2,+002-817+,rava,Roarer(Rudra)[√रु अच्]
32.1,B-8,Eastern Headwaters,Banawali,--,--,--,BNL 312,Period 3C-2,-,-,- -,PBVG,Steatite,-,square,rectangular,complete,Goat:4,None,SEAL:S,1,Fair,Y,R/L,SS,2,2,,,3.5-7 (estimated),21.5,21.3,3.8 - 7,+740-061+,tana,"O Destroyer[√तन् अच्]"
33.1,B-9,Eastern Headwaters,Banawali,--,--,--,BNL1 1028,Period 3C-2,-,-,- -,PBVF,Steatite,White,square,rectangular,complete,Goat:3,None,SEAL:S,1,Fair,Y,R/L,PN,2,2,,,4.5-8 (estimated),22.8,21,4.9 - 8,+390-004+,cara,Wanderer[=Shiva;RV:√चर् अच्],
34.1,B-10,Eastern Headwaters,Banawali,--,--,--,BNL 9204,Period 2,II,-,- -,PBVF,Steatite,-,square,-,complete,Goat:3,S390,SEAL:S,1,Fair,Y,NR,NU,1,1,,,,14.3,12.5,3.1 - 6.9,+007+,ha,Verily[Ved]
35.1,B-12,Eastern Headwaters,Banawali,--,--,--,BNL 5132,Period 3C-2,-,-,- -,PBRF,Steatite,-,square,rectangular,complete,Goat:2,S017,SEAL:S,1,Good,Y,NR,TS,1,1,,,4-8 (estimated),18.9,18.7,4.2 - 8,+411+,ra,giving[Śiś]
36.1,B-15,Eastern Headwaters,Banawali,--,--,--,BNL 1847,Period 2,II,-,- -,PBRF,Steatite,-,square,-,complete,Rhin,None,SEAL:S,1,Good,Y,R/L,SS,2,2,,,,19,19,6.5 - 11.8,+002-817+,rava,Roarer(Rudra)[√रु अच्]
37.1,B-17,Eastern Headwaters,Banawali,--,--,--,BNL 9201,Period 2,II,-,- -,PBSG,Steatite,-,square,-,complete,Htgr,HBF,SEAL:S,1,Fair,Y,R/L,SC,4,4,,,,29.5,29.5,7.9 - 17.8,+236-002-308-090+,Alava nAman,Reaper's[आ √लु अच्] sign[RV]
38.1,B-18,Eastern Headwaters,Banawali,--,--,--,BNL 9206,Period 2,II,-,- -,PB,-,-,square,-,fragment,-,-,SEAL:S,1,Poor,N,R/L,??,3+?,2,,,,0,0,6.5,]000-002-861+
39.1,B-19,Eastern Headwaters,Banawali,--,--,--,-,Period 3C-2,-,-,- -,PB,-,-,square,-,complete,None,None,SEAL:S,1,Fair,Y,R/L,SS,2,2,,,,10,9.2,0,+740-803+,ref:28.1
40.1,B-21,Eastern Headwaters,Banawali,--,--,--,BNL 9205,Period 2,II,-,- -,PN,Steatite,-,cuboid-convex,plano-convex,complete,None,None,SEAL:R,1,Fair,Y,R/L,SP,4,4,,,,26.9,13.1,6.7 - 9,+426-003-060-692+,kam jaya,perfect[ŚBr] victory[RV]
41.1,B-23,Eastern Headwaters,Banawali,--,--,--,BNL1 3378,Period 3C-2,-,-,- -,-,-,-,-,-,chipped,Scene,None,TAG,1,Poor,?,T/B,UC,3+?,3,,,,22,21,0,+520-220-002[
42.1,B-24,Eastern Headwaters,Banawali,--,--,--,-Figure 4.4,Period 2,II,-,- -,-,-,-,prism,triangular,fragment,Scene,None,TAB:B,1,Poor,N,-,??,8+?,7,,,,32,14,8,]906-090-000-158-900-380-484-900+
43.1,B-25,Eastern Headwaters,Banawali,--,--,--,BNL1 170/84,Period 3C-2,-,-,- -,-,-,-,-,-,complete,None,None,MISC,1,Poor,N,-,??,5,2,,,,0,0,0,+000-000/000-031-700+
44.1,B-28,Eastern Headwaters,Banawali,--,--,--,BNL,Period 3C-2,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,Y,-,SC,3,3,,,,0,0,0,+374-308-350+,calata,wander[√चल् लोट् 2p]
45.1,B-29,Eastern Headwaters,Banawali,--,--,--,BNL,Period 3C-2,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,?,-,UC,1+?,1,,,,0,0,0,+748[,ref:26.1
46.1,B-30,Eastern Headwaters,Banawali,--,--,--,BNL,Period 3C-2,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,N,-,??,2+?,1,,,,0,0,0,+740-000[
47.1,B-32,Eastern Headwaters,Banawali,--,--,--,BNL,Period 3C-2,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,Y,NR,ZN,1,1,,,,0,0,0,+234+,naman,saluting[√नम् शतृँ]
48.1,B-35,Eastern Headwaters,Banawali,--,--,--,BNL,Period 3C-2,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,N,-,??,2,1,,,,0,0,0,+700-000+
49.1,-,Eastern Headwaters,Bhirrana,--,--,--,-,-,-,-,- -,-,Clay,-,-,-,complete,-,None,MISC,1,Poor,N,T/B,??,3,0,,,,0,0,0,+000-000-000+
50.1,-,Eastern Headwaters,Bhirrana,--,--,--,-,-,-,-,- -,-,-,-,square,-,complete,Buff,None,SEAL:S,1,Fine,Y,L/R,PN,3,3,,,,21,20,0,+390-003-003+,jajara,giver of warriors[Śiś]
51.1,-,Eastern Headwaters,Bhirrana,--,--,--,-,-,-,-,- -,-,-,-,square,-,complete,Goat:3,S390,SEAL:S,1,Good,Y,NR,NU,1,1,,,,18,18,0,+006+,ha,Verily[Ved]
52.1,-,Eastern Headwaters,Bhirrana,--,--,--,-,-,-,-,- -,-,-,-,square,-,complete,Bull1,RAN,SEAL:S,1,Good,Y,R/L,SP,3,3,,,,0,0,0,+236-002-820+,rava-nAman,Roarer's(Rudra)[√रु अच्] sign[RV]
53.1,Ch-1,Eastern Headwaters,Chandigarh,--,--,--,-,-,-,-,- -,-,Clay,-,-,-,complete,None,None,POT:T:g,1,Fair,N,-,??,5,4,,,,0,0,0,+220-000-740-550-705+
54.1,Ch-2,Eastern Headwaters,Chandigarh,--,--,--,-,-,-,-,- -,-,Clay,-,-,-,complete,None,None,POT:T:g,1,Good,Y,R/L,SC,3,3,,,,0,0,0,+740-050-705+,ana-hAna,Cessation[VS] of breath[ŚBr]
55.1,Ch-4,Eastern Headwaters,Chandigarh,--,--,--,-,-,-,-,- -,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Good,N,-,??,3+?,1,,,,0,0,0,+000-000-492[
56.1,C-88,Lower Indus,Chanhu-daro,--,--,loc. 182sq. 8/F,CH 1954 (2)Pl. LII:35,-,-,-,+10.8 ft,NN,Faience,Yellow,rectangular,-,complete,None,None,TAB:B,1,Fair,Y,-,SC,3,3,0.75,0.47,0.25,19.1,11.9,6.4,+031-705-167+,vanA,"kindling wood[RV]"
57.1,C-87,Lower Indus,Chanhu-daro,--,--,loc. 215sq. 9/D,-Pl. LII:35,-,-,-,+9.5 ft,-,Clay,-,circular,-,complete,None,None,TAG:P,1,Fair,Y,R/L,SS,2,2,0.8,0.8,0.31,0,0,7.9,+740-405+,raRa,"O Roarer[√रण् अच्]"
58.1,C-72,Lower Indus,Chanhu-daro,--,-Trench F(2),loc. 65-,CH 1269Pl. LI:21,-,-,-,-4.1 ft,NBVG,Steatite,White,square,-,complete,Bull3,RBN,SEAL:S,1,Fair,Y,L/R,SS,2,2,0.94,0.94,0.5,23.9,23.9,0 - 12.7,+740-386+,Bana,Roarer[√भन् अच्]
59.1,C-52,Lower Indus,Chanhu-daro,--,--,loc. 97sq. 7/E,CH 1293Pl. LI:31,-,-,-,+14.1 ft,PBSG,Steatite,Black,square,-,slightly chipped,Bull1:W,SAN,SEAL:S,1,Fair,Y,NR,TS,1,1,1.5,1.5,0.76,38.1,38.1,0 - 19.3,+679+,A-Ka,from[RV] the sky[ŚBr]
60.1,C-80,Lower Indus,Chanhu-daro,Mound II-,--,loc. 223sq  8/D,CH 2000Pl. LI:9,-,-,-,+12.2 ft,PBVF,Steatite,Grey,square,-,complete,Bull1:W,-,SEAL:S,1,Poor,Y,R/L,SC,2,2,0.78,0.78,0.47,19.8,19.8,7 - 11.9,+892-700+,anDa(s),Soma juice[RV]
61.1,C-66,Lower Indus,Chanhu-daro,--,--,loc. 199sq. 9/E,CH 2426Pl. LII:14,-,-,-,+9.0 ft,PBSG,Steatite,White,square,-,complete,Bull1:W,RAN,SEAL:S,1,Fair,Y,R/L,IM,4,4,0.91,0.91,0.42,23.1,23.1,0 - 10.7,+390-003-002-817+,rava jara,Roarer[√रु अच्]; Destroyer[√जॄ अच्] 
62.1,C-65,Lower Indus,Chanhu-daro,--,--,loc. 286sq. 9/D,CH 2428Pl. LII:19,-,-,-,+9.7 ft,PBSG,Steatite,Brown,square,-,complete,Bull1:W,SAF,SEAL:S,1,Good,N,R/L,??,7,6,1.0,1.0,0.49,25.4,25.4,8.8 - 12.4,+000-100-240-220-032-002-861+,
63.1,C-64,Lower Indus,Chanhu-daro,--,--,loc. 178sq. 8/D,CH 2431Pl. LII:15,-,-,-,+9.6 ft,-,Steatite,White,square,-,chipped,Bull1:J,SAN,SEAL:S,1,Poor,N,R/L,??,6+?,5,1.01,1.01,0.47,25.7,25.7,11.9,]000-220-838-033-705-240+
64.1,C-54,Lower Indus,Chanhu-daro,--,--,loc. 82sq. 8/D,CH 2462Pl. LI:33,-,-,-,+9.5 ft,PBSG,Steatite,White,square,-,complete,Bull1:W,HAF,SEAL:S,1,Good,Y,R/L,LC,7,7,1.44,1.44,0.75,36.6,36.6,0 - 19.1,+842-032-031-592-031-060-920+,dama-Anava nASa-nadana,Restrained[ŚBr]; Kind to men[RV]; Destroyer[√नश्]; Roarer[Nir]
65.1,C-59,Lower Indus,Chanhu-daro,--,--,loc. 151sq. 8/C,CH 2467Pl. LII:26,-,-,-,+10.5 ft,PBSG,Steatite,White,square,-,complete,Bull1:V,SAN,SEAL:S,1,Good,Y,R/L,MT,3,3,1.12,1.12,0.6,28.4,28.4,0 - 15.2,+740-482-235+,ama-han,Powerful[RV] killer[RV]
66.1,C-69,Lower Indus,Chanhu-daro,--,--,loc. 297sq. 8/C,CH 2529 (CC)Pl. LII:23,-,-,-,+10.4 ft,PBSG,Steatite,White,square,-,complete,Bull1:J,SAN,SEAL:S,1,Good,Y,R/L,SP,5,5,0.81,0.82,0.43,20.6,20.8,0 - 10.9,+390-844-060-575-717+,damam Dara,possessing[MBh] self-control[ŚBr]
67.1,C-75,Lower Indus,Chanhu-daro,--,--,loc. 228sq. 9/C,CH 2594 (h)Pl. LI:20,-,-,-,+9.9 ft,PBVG,Steatite,White,square,-,complete,Elep,None,SEAL:S,1,Poor,Y,R/L,IT,4,4,1.08,1.09,0.51,27.4,27.7,0 - 13,+740-531-060-692+,kam Ahan,Perfect[ŚBr] Killer[RV]
68.1,C-55,Lower Indus,Chanhu-daro,--,--,loc. 192sq. 9/D,CH 2597Pl. LII:1,-,-,-,+8.9 ft,PBSG,Steatite,White,square,-,complete,Bull1,RAN,SEAL:S,1,Poor,Y,R/L,IT,5,5,1.33,1.37,0.68,33.8,34.8,0 - 17.3,+740-067-741-647-892+,dahana-mAna,fire[MBh] worshipper[मान्  अच्]
69.1,C-60,Lower Indus,Chanhu-daro,--,--,loc. 159sq; 6/F,CH 2605Pl. LII:24,-,-,-,+8.4 ft,PBSG,Steatite,White,square,-,complete,Bull1:W,SAN,SEAL:S,1,Good,Y,R/L,SP,5,5,1.1,1.09,0.51,27.9,27.7,0 - 13,+740-176-032-002-861+,rava sahan,Roarer[√रु अच्]; Vanquisher[RV]
70.1,C-70,Lower Indus,Chanhu-daro,--,--,loc. 425sq. 8/E,CH 2848Pl. LII:2,-,-,-,+8.0 ft,-,Steatite,White,square,-,complete,Bull1:II,R,SEAL:S,1,Fair,Y,R/L,2L,6,6,0.83,0.83,0.4,21.1,21.1,0 - 10.2,+032-031/151-740-240-235+,ama-mAnya Asa,Powerful[RV] honored[MBh] Presider[√आस्]
71.1,C-53,Lower Indus,Chanhu-daro,--,--,loc. 211sq. 9/D,CH 3051Pl. LI:24,-,-,-,+8.1 ft,PBVG,Steatite,White,square,-,complete,Bull1,-,SEAL:S,1,Fair,Y,R/L,2L,7,7,1.5,1.5,,38.1,38.1,0,+032-031/740-222-235-002-861+,rava Amana-mAnasa,Rudra[√रु]; the benevolent spirit[MBh]
72.1,C-76,Lower Indus,Chanhu-daro,--,--,loc. 113sq. 8/E,CH 3148Pl. LI:13,-,-,-,+6.8 ft,-,Steatite,White,square,-,complete,Gaur,Trough,SEAL:S,1,Fair,Y,R/L,2L,8,8,1.38,1.41,0.73,35.1,35.8,0 - 18.6,+032-031/850-032-530-740-741-456+,Ahanana ASas-ra Asa,Killer[AV]; wish[RV] grantor[Śiś]; Presider[√आस्]
73.1,C-68,Lower Indus,Chanhu-daro,--,--,loc. 395sq. 9/C,CH 3154Pl. LII:18,-,-,-,+7.7 ft,PBSG,Steatite,White,square,-,complete,Bull1,RAN,SEAL:S,1,Poor,Y,R/L,2L,5,5,0.89,0.88,0.41,22.6,22.4,0 - 10.4,+032-031/740-791-713+,anna-dAna Asa,food charity[RV] Presider[√आस्]
74.1,C-58,Lower Indus,Chanhu-daro,--,--,loc. 211sq. 9/D,CH 3168Pl. LII:4,-,-,-,+8.1 ft,?B,Steatite,White,square,-,fragment,Bull1,-,SEAL:S,1,Poor,Y,R/L,2L,7,7,1.17,,0.42,29.7,0,0 - 10.7,+032-031/740-222-235-002-861+,ref:71.1
75.1,C-79,Lower Indus,Chanhu-daro,--,--,loc. 204sq. 9/D,CH 3206Pl. LII:11,-,-,-,+6.9 ft,PB,Steatite,White,square,-,chipped,-,-,SEAL:S,1,Poor,Y,L/R,2L,4,4,0.5,0.5,0.37,12.7,12.7,0 - 9.4,+032/226-032-817+,rasana-manas,Roaring[VarBṛS] Spirit[RV]
76.1,C-74,Lower Indus,Chanhu-daro,--,--,loc. 283sq. 9/D,CH 3215Pl. LI:14,-,-,-,+6.9 ft,PBSG,Steatite,White,square,-,complete,Gaur,Trough,SEAL:S,1,Fair,Y,R/L,IM,3,3,0.78,0.75,0.43,19.8,19.1,0 - 10.9,+125-002-861+,rava-da,roar[RV] giver[Pañcat]
77.1,C-51,Lower Indus,Chanhu-daro,--,--,loc. 423sq. 10/F,CH 3318Pl. LII:28,-,-,-,+6.7 ft,PBSG,Steatite,White,square,-,complete,Bull1:W,SAF,SEAL:S,1,Fine,Y,R/L,MT,4,4,1.65,1.65,0.8,41.9,41.9,0 - 20.3,+151-740-100-240+,mAnya,Honored[MBh]
78.1,C-71,Lower Indus,Chanhu-daro,--,--,loc. 110sq. 7/F,CH 3359Pl. LII:3,-,-,-,+7.1 ft,-,Steatite,White,square,-,partly damaged,Bull1,-,SEAL:S,1,Poor,N,-,??,8,4,0.71,0.7,0.42,18,17.8,0 - 10.7,+000-000-000/000-861-002-906-003+
79.1,C-56,Lower Indus,Chanhu-daro,--,--,loc. 231sq. 8/C,CH 3485 (a)Pl. LI:30,-,-,-,+7.2 ft,PBSG,Steatite,Yellow,square,-,complete,Bull1:I,RBF,SEAL:S,1,Good,Y,R/L,SC,3,3,1.24,1.24,0.6,31.5,31.5,0 - 15.2,+001-368-767+,tfRe,in the plant[RV]
80.1,C-61,Lower Indus,Chanhu-daro,--,--,loc. 289sq. 8/C,CH 3492Pl. LII::32,-,-,-,+8.6 ft,PBSG,Steatite,Grey,square,-,complete,Bull1,SAN,SEAL:S,1,Good,Y,R/L,SC,2,2,1.08,1.07,0.55,27.4,27.2,0 - 14,+526-388+,vama,The emitter[√वम्]
81.1,C-78,Lower Indus,Chanhu-daro,--,--,loc. 240sq. 7/C,CH 3493Pl. LI:12,-,-,-,+7.2 ft,NBRF,Steatite,Grey,square,-,complete,None,None,SEAL:S,1,Fair,Y,R/L,2L,5,5,0.75,0.75,0.42,19.1,19.1,4.6 - 10.7,+740-636-240/002-817+,rava mataM,Roarer[√रु] honored[Ragh]
82.1,C-57,Lower Indus,Chanhu-daro,--,Cutting-,loc. 289sq. 8/C,CH 3811Pl. LII:29,-,-,-,+8.6 ft,PBSG,Steatite,Grey,square,-,complete,Bull1:W,SAF,SEAL:S,1,Fair,N,R/L,??,7,6,1.2,1.2,0.64,30.5,30.5,0 - 16.3,+740-032-840-002-296-530-000+
83.1,C-62,Lower Indus,Chanhu-daro,--,--,loc.430sq. 8/E,CH 3817Pl. LI:26,-,-,-,+7.3 ft,PBSG,Steatite,White,square,-,chipped,Bull1:S,SAN,SEAL:S,1,Poor,?,R/L,UC,5+?,5,1.05,1.05,0.55,26.7,26.7,0 - 14,]176-220-415-060-920+
84.1,C-85,Lower Indus,Chanhu-daro,Mound I-,--,loc. 6sq. 13/J,CH 3886Pl. LII:8,-,-,-,+16.8 ft,NN,Steatite,Grey,rectangular,-,fragment,-,-,SEAL:R,1,Poor,N,R/L,??,4,2,1.13,,0.33,28.7,17,8.4,+000-000-002-820+
85.1,C-63,Lower Indus,Chanhu-daro,Mound I-,--,loc. 2sq. 13/J,CH 4596Pl. LII:25,-,-,-,+14.4 ft,PBSG,Steatite,White,square,-,complete,Bull1:S,SAN,SEAL:S,1,Fine,Y,R/L,SS,2,2,1.01,1.01,0.5,25.7,25.7,0 - 12.7,+161-055+,jaya,victory[AV]
86.1,C-89,Lower Indus,Chanhu-daro,Mound II-,-Trench F(I),loc. 42-,CH 4789PL. XXXVIII:5,-,-,-,-3.1 ft,-,Clay,-,-,-,fragment,None,None,POT:T:g,1,Poor,?,R/L,UC,3+?,3,,,,152,192,0,+790/740-055[
87.1,C-67,Lower Indus,Chanhu-daro,Mound I-,--,loc. 9sq. 13/J,CH 4960Pl. LII:17,-,-,-,+13.5 ft,PBCG,Steatite,Grey,square,-,complete,Bull1:S,SAN,SEAL:S,1,Poor,Y,R/L,SP,5,5,0.9,0.9,0.42,22.9,22.9,0 - 10.7,+520-233-803-002-817+,rava SaM naH,Roarer[√रु] bless us[RV]
88.1,C-77,Lower Indus,Chanhu-daro,--,-Trench E(1),loc. 34-,CH 926Pl. LI:18,-,-,-,-7.1 ft,-,Steatite,White,square,-,complete,T-A-T,None,SEAL:S,1,Fair,Y,R/L,2L,4,4,0.96,0.92,0.5,24.4,23.4,12.7,+151-690/032-031+,aSakya,impossible[MBh]
89.1,C-1,Lower Indus,Chanhu-daro,Mound I-,--,loc. 26sq. 12/K,CH 3817Pl. LI:25,-,-,-,+14.1 ft,PBBG,Steatite,Black,square,-,complete,Bull1,None,SEAL:S,1,Fair,Y,R/L,LC,9,9,2.02,1.49,0.1,50,52.8,15.5,+031-840-140-740-101-002-365-287-034+,caza navAnna tadA,then[RV] eat[√चष लोट्] the new grain[AitBr]
